# id;timestamp;commentText;codeText;commentWords;codeWords
ConditionalOnSingleCandidate -> SearchStrategy search() default SearchStrategy.ALL_;1507173536;Strategy to decide if the application context hierarchy (parent contexts) should be_considered._@return the search strategy;SearchStrategy search() default SearchStrategy.ALL_;strategy,to,decide,if,the,application,context,hierarchy,parent,contexts,should,be,considered,return,the,search,strategy;search,strategy,search,default,search,strategy,all
ConditionalOnSingleCandidate -> SearchStrategy search() default SearchStrategy.ALL_;1507661773;Strategy to decide if the application context hierarchy (parent contexts) should be_considered._@return the search strategy;SearchStrategy search() default SearchStrategy.ALL_;strategy,to,decide,if,the,application,context,hierarchy,parent,contexts,should,be,considered,return,the,search,strategy;search,strategy,search,default,search,strategy,all
ConditionalOnSingleCandidate -> SearchStrategy search() default SearchStrategy.ALL_;1511948872;Strategy to decide if the application context hierarchy (parent contexts) should be_considered._@return the search strategy;SearchStrategy search() default SearchStrategy.ALL_;strategy,to,decide,if,the,application,context,hierarchy,parent,contexts,should,be,considered,return,the,search,strategy;search,strategy,search,default,search,strategy,all
ConditionalOnSingleCandidate -> SearchStrategy search() default SearchStrategy.ALL_;1538648654;Strategy to decide if the application context hierarchy (parent contexts) should be_considered._@return the search strategy;SearchStrategy search() default SearchStrategy.ALL_;strategy,to,decide,if,the,application,context,hierarchy,parent,contexts,should,be,considered,return,the,search,strategy;search,strategy,search,default,search,strategy,all
ConditionalOnSingleCandidate -> String type() default ""_;1507173536;The class type name of bean that should be checked. The condition matches if the_class specified is contained in the {@link ApplicationContext} and a primary_candidate exists in case of multiple instances._<p>_This attribute may <strong>not</strong> be used in conjunction with_{@link #value()}, but it may be used instead of {@link #value()}._@return the class type name of the bean to check;String type() default ""_;the,class,type,name,of,bean,that,should,be,checked,the,condition,matches,if,the,class,specified,is,contained,in,the,link,application,context,and,a,primary,candidate,exists,in,case,of,multiple,instances,p,this,attribute,may,strong,not,strong,be,used,in,conjunction,with,link,value,but,it,may,be,used,instead,of,link,value,return,the,class,type,name,of,the,bean,to,check;string,type,default
ConditionalOnSingleCandidate -> String type() default ""_;1507661773;The class type name of bean that should be checked. The condition matches if the_class specified is contained in the {@link ApplicationContext} and a primary_candidate exists in case of multiple instances._<p>_This attribute may <strong>not</strong> be used in conjunction with_{@link #value()}, but it may be used instead of {@link #value()}._@return the class type name of the bean to check;String type() default ""_;the,class,type,name,of,bean,that,should,be,checked,the,condition,matches,if,the,class,specified,is,contained,in,the,link,application,context,and,a,primary,candidate,exists,in,case,of,multiple,instances,p,this,attribute,may,strong,not,strong,be,used,in,conjunction,with,link,value,but,it,may,be,used,instead,of,link,value,return,the,class,type,name,of,the,bean,to,check;string,type,default
ConditionalOnSingleCandidate -> String type() default ""_;1511948872;The class type name of bean that should be checked. The condition matches if the_class specified is contained in the {@link ApplicationContext} and a primary_candidate exists in case of multiple instances._<p>_This attribute may <strong>not</strong> be used in conjunction with_{@link #value()}, but it may be used instead of {@link #value()}._@return the class type name of the bean to check;String type() default ""_;the,class,type,name,of,bean,that,should,be,checked,the,condition,matches,if,the,class,specified,is,contained,in,the,link,application,context,and,a,primary,candidate,exists,in,case,of,multiple,instances,p,this,attribute,may,strong,not,strong,be,used,in,conjunction,with,link,value,but,it,may,be,used,instead,of,link,value,return,the,class,type,name,of,the,bean,to,check;string,type,default
ConditionalOnSingleCandidate -> String type() default ""_;1538648654;The class type name of bean that should be checked. The condition matches if a bean_of the class specified is contained in the {@link BeanFactory} and a primary_candidate exists in case of multiple instances._<p>_This attribute may <strong>not</strong> be used in conjunction with_{@link #value()}, but it may be used instead of {@link #value()}._@return the class type name of the bean to check;String type() default ""_;the,class,type,name,of,bean,that,should,be,checked,the,condition,matches,if,a,bean,of,the,class,specified,is,contained,in,the,link,bean,factory,and,a,primary,candidate,exists,in,case,of,multiple,instances,p,this,attribute,may,strong,not,strong,be,used,in,conjunction,with,link,value,but,it,may,be,used,instead,of,link,value,return,the,class,type,name,of,the,bean,to,check;string,type,default
ConditionalOnSingleCandidate -> Class<?> value() default Object.class_;1507173536;The class type of bean that should be checked. The condition match if the class_specified is contained in the {@link ApplicationContext} and a primary candidate_exists in case of multiple instances._<p>_This attribute may <strong>not</strong> be used in conjunction with {@link #type()}_, but it may be used instead of {@link #type()}._@return the class type of the bean to check;Class<?> value() default Object.class_;the,class,type,of,bean,that,should,be,checked,the,condition,match,if,the,class,specified,is,contained,in,the,link,application,context,and,a,primary,candidate,exists,in,case,of,multiple,instances,p,this,attribute,may,strong,not,strong,be,used,in,conjunction,with,link,type,but,it,may,be,used,instead,of,link,type,return,the,class,type,of,the,bean,to,check;class,value,default,object,class
ConditionalOnSingleCandidate -> Class<?> value() default Object.class_;1507661773;The class type of bean that should be checked. The condition match if the class_specified is contained in the {@link ApplicationContext} and a primary candidate_exists in case of multiple instances._<p>_This attribute may <strong>not</strong> be used in conjunction with {@link #type()}_, but it may be used instead of {@link #type()}._@return the class type of the bean to check;Class<?> value() default Object.class_;the,class,type,of,bean,that,should,be,checked,the,condition,match,if,the,class,specified,is,contained,in,the,link,application,context,and,a,primary,candidate,exists,in,case,of,multiple,instances,p,this,attribute,may,strong,not,strong,be,used,in,conjunction,with,link,type,but,it,may,be,used,instead,of,link,type,return,the,class,type,of,the,bean,to,check;class,value,default,object,class
