# id;timestamp;commentText;codeText;commentWords;codeWords
EndpointId -> public static EndpointId fromPropertyValue(String value);1539550408;Factory method to create a new {@link EndpointId} from a property value. Is more_lenient that {@link #of(String)} to allow for common "relaxed" property variants._@param value the property value to convert_@return an {@link EndpointId} instance;public static EndpointId fromPropertyValue(String value) {_		return new EndpointId(value.replace("-", ""))__	};factory,method,to,create,a,new,link,endpoint,id,from,a,property,value,is,more,lenient,that,link,of,string,to,allow,for,common,relaxed,property,variants,param,value,the,property,value,to,convert,return,an,link,endpoint,id,instance;public,static,endpoint,id,from,property,value,string,value,return,new,endpoint,id,value,replace
EndpointId -> public static EndpointId fromPropertyValue(String value);1539622329;Factory method to create a new {@link EndpointId} from a property value. Is more_lenient that {@link #of(String)} to allow for common "relaxed" property variants._@param value the property value to convert_@return an {@link EndpointId} instance;public static EndpointId fromPropertyValue(String value) {_		return new EndpointId(value.replace("-", ""))__	};factory,method,to,create,a,new,link,endpoint,id,from,a,property,value,is,more,lenient,that,link,of,string,to,allow,for,common,relaxed,property,variants,param,value,the,property,value,to,convert,return,an,link,endpoint,id,instance;public,static,endpoint,id,from,property,value,string,value,return,new,endpoint,id,value,replace
EndpointId -> public static EndpointId fromPropertyValue(String value);1539628329;Factory method to create a new {@link EndpointId} from a property value. Is more_lenient that {@link #of(String)} to allow for common "relaxed" property variants._@param value the property value to convert_@return an {@link EndpointId} instance;public static EndpointId fromPropertyValue(String value) {_		return new EndpointId(value.replace("-", ""))__	};factory,method,to,create,a,new,link,endpoint,id,from,a,property,value,is,more,lenient,that,link,of,string,to,allow,for,common,relaxed,property,variants,param,value,the,property,value,to,convert,return,an,link,endpoint,id,instance;public,static,endpoint,id,from,property,value,string,value,return,new,endpoint,id,value,replace
EndpointId -> public static EndpointId fromPropertyValue(String value);1540508208;Factory method to create a new {@link EndpointId} from a property value. Is more_lenient that {@link #of(String)} to allow for common "relaxed" property variants._@param value the property value to convert_@return an {@link EndpointId} instance;public static EndpointId fromPropertyValue(String value) {_		return new EndpointId(value.replace("-", ""))__	};factory,method,to,create,a,new,link,endpoint,id,from,a,property,value,is,more,lenient,that,link,of,string,to,allow,for,common,relaxed,property,variants,param,value,the,property,value,to,convert,return,an,link,endpoint,id,instance;public,static,endpoint,id,from,property,value,string,value,return,new,endpoint,id,value,replace
EndpointId -> public static EndpointId fromPropertyValue(String value);1541930324;Factory method to create a new {@link EndpointId} from a property value. More_lenient than {@link #of(String)} to allow for common "relaxed" property variants._@param value the property value to convert_@return an {@link EndpointId} instance;public static EndpointId fromPropertyValue(String value) {_		return new EndpointId(value.replace("-", ""))__	};factory,method,to,create,a,new,link,endpoint,id,from,a,property,value,more,lenient,than,link,of,string,to,allow,for,common,relaxed,property,variants,param,value,the,property,value,to,convert,return,an,link,endpoint,id,instance;public,static,endpoint,id,from,property,value,string,value,return,new,endpoint,id,value,replace
EndpointId -> public static EndpointId fromPropertyValue(String value);1547471499;Factory method to create a new {@link EndpointId} from a property value. More_lenient than {@link #of(String)} to allow for common "relaxed" property variants._@param value the property value to convert_@return an {@link EndpointId} instance;public static EndpointId fromPropertyValue(String value) {_		return new EndpointId(value.replace("-", ""))__	};factory,method,to,create,a,new,link,endpoint,id,from,a,property,value,more,lenient,than,link,of,string,to,allow,for,common,relaxed,property,variants,param,value,the,property,value,to,convert,return,an,link,endpoint,id,instance;public,static,endpoint,id,from,property,value,string,value,return,new,endpoint,id,value,replace
EndpointId -> public String toLowerCaseString();1539550408;Return a lower-case version of the endpoint ID._@return the lower-case endpoint ID;public String toLowerCaseString() {_		return this.lowerCaseValue__	};return,a,lower,case,version,of,the,endpoint,id,return,the,lower,case,endpoint,id;public,string,to,lower,case,string,return,this,lower,case,value
EndpointId -> public String toLowerCaseString();1539622329;Return a lower-case version of the endpoint ID._@return the lower-case endpoint ID;public String toLowerCaseString() {_		return this.lowerCaseValue__	};return,a,lower,case,version,of,the,endpoint,id,return,the,lower,case,endpoint,id;public,string,to,lower,case,string,return,this,lower,case,value
EndpointId -> public String toLowerCaseString();1539628329;Return a lower-case version of the endpoint ID._@return the lower-case endpoint ID;public String toLowerCaseString() {_		return this.lowerCaseValue__	};return,a,lower,case,version,of,the,endpoint,id,return,the,lower,case,endpoint,id;public,string,to,lower,case,string,return,this,lower,case,value
EndpointId -> public String toLowerCaseString();1540508208;Return a lower-case version of the endpoint ID._@return the lower-case endpoint ID;public String toLowerCaseString() {_		return this.lowerCaseValue__	};return,a,lower,case,version,of,the,endpoint,id,return,the,lower,case,endpoint,id;public,string,to,lower,case,string,return,this,lower,case,value
